2001	61357430
2002	61805267
2003	62244886
2004	62704895
2005	63179351
2006	63621381
2007	64016225
2008	64374984
2009	64707040
2010	65027507
2011	65342780
2012	65659809
2013	65998687
2014	66312067
2015	66548272

